symbol,company,anex,acqName,date,pid,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,tdpTransactionType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
KARURVYSYA,Karur Vysya Bank Limited,7(2),M V Usha,01-Apr-2026 19:51,1197531,0,0,0,0,Equity Shares,6000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197531_1645141_01042026075102_WEB.xml,Promoter Group,327903,0.03,1697518,Equity Shares,321903,0.03,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
THYROCARE,Thyrocare Technologies Limited,7(2),Priyanka Jagnani Jain,01-Apr-2026 19:49,1197530,0,0,0,0,Equity Shares,2500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197530_1645139_01042026074900_WEB.xml,-,10000,0,876250,Equity Shares,12500,0,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
THYROCARE,Thyrocare Technologies Limited,7(2),Geetanjali Satish Shahane,01-Apr-2026 19:49,1197530,0,0,0,0,Equity Shares,1000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197530_1645139_01042026074900_WEB.xml,-,7689,0,358200,Equity Shares,8689,0,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
MADHUSUDAN,Madhusudan Masala Limited,7(2),RISHIT  KOTECHA,01-Apr-2026 19:22,1197526,0,0,0,0,Equity Shares,375000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197526_1645091_01042026072238_WEB.xml,Promoters,2356000,16.28,50906250,Equity Shares,2731000,17.91,27-Mar-2026,27-Mar-2026,01-Apr-2026,Preferential Offer,-,NA,-
MADHUSUDAN,Madhusudan Masala Limited,7(2),HIREN KOTECHA,01-Apr-2026 19:22,1197526,0,0,0,0,Equity Shares,370000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197526_1645091_01042026072238_WEB.xml,Promoters,2326000,16.07,50227500,Equity Shares,2696000,17.69,27-Mar-2026,27-Mar-2026,01-Apr-2026,Preferential Offer,-,NA,-
ALUWIND,ALUWIND INFRA-TECH LIMITED,7(2),MANGLA MURLI KABRA,01-Apr-2026 19:04,1197524,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197524_1645073_01042026070422_WEB.xml,Promoter Group,21000,0.09,814500,Equity Shares,36000,0.15,27-Mar-2026,31-Mar-2026,04-Apr-2026,Market Purchase,-,NSE,-
ALUWIND,ALUWIND INFRA-TECH LIMITED,7(2),MOHINI KABRA,01-Apr-2026 18:59,1197522,0,0,0,0,Equity Shares,1152000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197522_1645064_01042026065859_WEB.xml,Promoter Group,1152000,4.63,0,Equity Shares,Nil,0,25-Mar-2026,31-Mar-2026,31-Mar-2026,Off Market,-,NA,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Sirmaur Hospitality Private Limited,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,67500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,455600,0.79,25180875,Equity Shares,523100,0.91,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Sumer Ghumman,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,86750,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,2086800,3.62,34167688,Equity Shares,2173550,3.77,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Kabir Ghumman,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,45185,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,2086500,3.62,17082218,Equity Shares,2131685,3.7,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
SBCL,Shivalik Bimetal Controls Limited,7(2),Kabir Ghumman,01-Apr-2026 18:42,1197519,0,0,0,0,Equity Shares,41565,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197519_1645042_01042026064233_WEB.xml,Promoters,2131685,3.7,16577268,Equity Shares,2173250,3.77,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
COMPUSOFT,Compucom Software Limited,7(2),COMPUCOM TECHNOLOGIES PRIVATE LIMITED,01-Apr-2026 18:28,1197516,0,0,0,0,Equity Shares,27117,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197516_1645027_01042026062759_WEB.xml,Promoter Group,20269420,25.62,335519,Equity Shares,20296537,25.65,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
RPPL,Rajshree Polypack Limited,7(2),Mr. Naresh Radheshyam Thard,01-Apr-2026 18:15,1197513,0,0,0,0,Equity Shares,192515,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197513_1645017_01042026061538_WEB.xml,Promoters,9706728,13.07,2939996,Equity Shares,9899243,13.33,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
AAVAS,Aavas Financiers Limited,7(2),GHANSHYAM RAWAT,01-Apr-2026 17:45,1197511,0,0,0,0,Equity Shares,4000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197511_1644993_01042026054504_WEB.xml,Employees/Designated Employees,631500,0.8,4318520,Equity Shares,627500,0.8,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
ANUP,The Anup Engineering Limited,7(2),REENA P. BHAGWATI,01-Apr-2026 17:43,1197509,0,0,0,0,Equity Shares,25170,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197509_1644990_01042026054348_WEB.xml,Director,138900,0.69,0,Equity Shares,113730,0.57,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ANUP,The Anup Engineering Limited,7(2),REENA P. BHAGWATI,01-Apr-2026 17:43,1197509,0,0,0,0,Equity Shares,50340,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197509_1644990_01042026054348_WEB.xml,Director,88560,0.44,0,Equity Shares,138900,0.69,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ANUP,The Anup Engineering Limited,7(2),PRAVIN N. BHAGWATI,01-Apr-2026 17:43,1197509,0,0,0,0,Equity Shares,50340,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197509_1644990_01042026054348_WEB.xml,Immediate relative,50340,0.25,0,Equity Shares,Nil,0,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
ANUP,The Anup Engineering Limited,7(2),AANAL P. BHAGWATI,01-Apr-2026 17:43,1197509,0,0,0,0,Equity Shares,25170,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197509_1644990_01042026054348_WEB.xml,Immediate relative,89430,0.45,0,Equity Shares,114600,0.57,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
UMA,Uma Converter Limited,7(2),ABHISHEK SUMERRAJ LODHA,01-Apr-2026 17:00,1197504,0,0,0,0,Equity Shares,16000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197504_1644947_01042026050058_WEB.xml,Promoters,2644214,13.04,255800,Equity Shares,2660214,13.12,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
SENORES,Senores Pharmaceuticals Limited,7(2),Swapnil Jatin Shah,01-Apr-2026 16:58,1197502,0,0,0,0,Warrants,197000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197502_1644940_01042026045851_WEB.xml,Promoters,Nil,0,159964000,Warrants,197000,16.84,28-Mar-2026,28-Mar-2026,01-Apr-2026,Others,-,NA,-
SENORES,Senores Pharmaceuticals Limited,7(2),Ashokbhai Vijaysinh Barot,01-Apr-2026 16:58,1197502,0,0,0,0,Warrants,123000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197502_1644940_01042026045851_WEB.xml,Promoters,Nil,0,99876000,Warrants,123000,10.51,28-Mar-2026,28-Mar-2026,01-Apr-2026,Others,-,NA,-
SENORES,Senores Pharmaceuticals Limited,7(2),Sangeeta Mukur Barot,01-Apr-2026 16:58,1197502,0,0,0,0,Warrants,61500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197502_1644940_01042026045851_WEB.xml,Promoter Group,Nil,0,49938000,Warrants,61500,5.26,28-Mar-2026,28-Mar-2026,01-Apr-2026,Others,-,NA,-
SENORES,Senores Pharmaceuticals Limited,7(2),Viraj Ashokkumar Barot,01-Apr-2026 16:58,1197502,0,0,0,0,Warrants,49500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197502_1644940_01042026045851_WEB.xml,Promoter Group,Nil,0,40194000,Warrants,49500,4.23,28-Mar-2026,28-Mar-2026,01-Apr-2026,Others,-,NA,-
SENORES,Senores Pharmaceuticals Limited,7(2),Renosen Pharmaceuticals Private Limited,01-Apr-2026 16:58,1197502,0,0,0,0,Warrants,739000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197502_1644940_01042026045851_WEB.xml,Promoter Group,Nil,0,600068000,Warrants,739000,63.16,28-Mar-2026,28-Mar-2026,01-Apr-2026,Others,-,NA,-
LIBAS,Libas Consumer Products Limited,7(2),Riyaz Ganji,01-Apr-2026 16:45,1197499,0,0,0,0,Equity Shares,101272,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197499_1644926_01042026044520_WEB.xml,Promoters,4301290,16.33,1032875,Equity Shares,4402562,16.71,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
FSL,Firstsource Solutions Limited,7(2),Firstsource Employee Benefit Trust,01-Apr-2026 16:42,1197497,0,0,0,0,Equity Shares,163373,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197497_1644921_01042026044159_WEB.xml,Other,6469420,0.92,36575947,Equity Shares,6632793,0.95,25-Mar-2026,25-Mar-2026,26-Mar-2026,Market Purchase,-,NSE,-
FSL,Firstsource Solutions Limited,7(2),Firstsource Employee Benefit Trust,01-Apr-2026 16:39,1197495,0,0,0,0,Equity Shares,18830,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197495_1644917_01042026043912_WEB.xml,Other,6533582,0.93,3907790,Equity Shares,6514752,0.93,23-Mar-2026,23-Mar-2026,23-Mar-2026,Market Sale,-,NSE,-
FSL,Firstsource Solutions Limited,7(2),Firstsource Employee Benefit Trust,01-Apr-2026 16:39,1197495,0,0,0,0,Equity Shares,45332,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197495_1644917_01042026043912_WEB.xml,Other,6514752,0.93,453320,Equity Shares,6469420,0.92,23-Mar-2026,23-Mar-2026,23-Mar-2026,Off Market,-,NA,-
NCC,NCC Limited,7(2),Sirisha Projects Private Limited,01-Apr-2026 16:17,1197493,0,0,0,0,Equity Shares,147500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197493_1644889_01042026041747_WEB.xml,Promoters,22950445,3.66,19900700,Equity Shares,23097945,3.68,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
GALLANTT,Gallantt Ispat Limited,7(2),Gallantt Industry Private Limited,01-Apr-2026 16:15,1197491,0,0,0,0,Equity Shares,76500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197491_1644884_01042026041557_WEB.xml,Promoter Group,2575475,1.07,42241662,Equity Shares,2651975,1.1,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
ASMS,Bartronics India Limited,7(2),Kinex India Private Limited,01-Apr-2026 16:02,1197489,0,0,0,0,Equity Shares,5100000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197489_1644870_01042026040251_WEB.xml,Promoters,205878999,67.6,35718628,Equity Shares,200778999,65.92,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Sale,-,"BSE,NSE",-
GANESHCP,Ganesh Consumer Products Limited,7(2),-,01-Apr-2026 15:56,1197486,0,0,0,0,,,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197486_1644856_01042026035617_WEB.xml,Promoters,-,0,-,-,-,-,-,-,-,-,-,-,-
GANESHCP,Ganesh Consumer Products Limited,7(2),Manish Mimani,01-Apr-2026 15:56,1197486,0,0,0,0,Equity Shares,295314,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197486_1644856_01042026035617_WEB.xml,Promoters,2025443,5.01,49984818,Equity Shares,2320757,5.74,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),SUSHIL KUMAR GUPTA,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,51500,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,86399,0.04,1542375,Equity Shares,34899,0.02,16-Feb-2026,30-Mar-2026,31-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),SUMITRA ASHISH JOSHI,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,40000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,134778,0.06,1127960,Equity Shares,94778,0.04,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),Navin Hari Singh Thakur,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,60000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,122778,0.05,1620000,Equity Shares,62778,0.03,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),Navin Hari Singh Thakur,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,72778,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,50000,0.02,727780,Equity Shares,122778,0.05,20-Mar-2026,20-Mar-2026,01-Apr-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Shinu Soni Thomas,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,59951,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,63451,0.03,1637307,Equity Shares,3500,0,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),Shinu Soni Thomas,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,61441,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,2010,0,614410,Equity Shares,63451,0.03,20-Mar-2026,20-Mar-2026,31-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),SACHIN VASANT NAIK,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,35000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,230735,0.1,963356,Equity Shares,195735,0.08,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),SACHIN VASANT NAIK,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,72778,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,157957,0.07,727780,Equity Shares,230735,0.1,20-Mar-2026,20-Mar-2026,31-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Lalitkumar Manoharlal Panpalia,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,72778,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,72778,0.03,2063540,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),Lalitkumar Manoharlal Panpalia,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,72778,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,Nil,0,727780,Equity Shares,72778,0.03,20-Mar-2026,20-Mar-2026,30-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Jai Kumar Gupta,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,30899,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,Nil,0,308990,Equity Shares,30899,0.01,20-Mar-2026,20-Mar-2026,30-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Jai Kumar Gupta,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,30899,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,30899,0.01,846632,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),Rathika Kariappa,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,72778,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,5001,0.01,727780,Equity Shares,77779,0.03,20-Mar-2026,20-Mar-2026,30-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Rathika Kariappa,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,53676,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,77779,0.03,1582745,Equity Shares,24103,0.01,16-Feb-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),PANKAJ NANDKISHOR JAIN,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,30898,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,Nil,0,308980,Equity Shares,30898,0.01,20-Mar-2026,20-Mar-2026,30-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),PANKAJ NANDKISHOR JAIN,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,30898,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,30898,0.01,877194,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
VASCONEQ,Vascon Engineers Limited,7(2),SUMITRA ASHISH JOSHI,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,72778,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,62000,0.03,727780,Equity Shares,134778,0.06,20-Mar-2026,20-Mar-2026,31-Mar-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),SUSHIL KUMAR GUPTA,01-Apr-2026 15:27,1197484,0,0,0,0,Equity Shares,30899,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197484_1644835_01042026032714_WEB.xml,-,55500,0.02,308990,Equity Shares,86399,0.04,20-Mar-2026,20-Mar-2026,31-Mar-2026,ESOP,-,NA,-
IRMENERGY,IRM Energy Limited,7(2),IRM TRUST,01-Apr-2026 15:12,1197482,0,0,0,0,Equity Shares,19947,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197482_1644828_01042026031237_WEB.xml,Promoters,5836577,14.21,3590280,Equity Shares,5856524,14.26,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,BSE,-
IRMENERGY,IRM Energy Limited,7(2),IRM TRUST,01-Apr-2026 15:12,1197482,0,0,0,0,Equity Shares,256339,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197482_1644828_01042026031237_WEB.xml,Promoters,5580238,13.59,45451468,Equity Shares,5836577,14.21,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
HEALTHX,Health X Platform Limited,7(2),BANWARI LAL MITTAL,01-Apr-2026 12:51,1197479,0,0,0,0,Equity Shares,5000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197479_1644749_01042026125121_WEB.xml,Promoters,10786355,33.91,1376900,Equity Shares,10791355,33.92,30-Mar-2025,30-Mar-2025,31-Mar-2025,Market Purchase,-,NSE,-
NRL,Nupur Recyclers Limited,7(2),UNINAV DEVELOPERS PRIVATE LIMITED,01-Apr-2026 12:25,1197477,0,0,0,0,Equity Shares,100000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197477_1644737_01042026122529_WEB.xml,Promoter Group,250000,0.36,4730000,Equity Shares,350000,1.81,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
LAXMIDENTL,Laxmi Dental Limited,7(2),SAMEER KAMLESH MERCHANT,01-Apr-2026 12:23,1197475,0,0,0,0,Equity Shares,17179,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197475_1644735_01042026122314_WEB.xml,Promoters,8680932,15.79,2738676,Equity Shares,8698111,15.83,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Purchase,-,NSE,-
SURYAROSNI,Surya Roshni Limited,7(2),Goel Die Cast Limited,01-Apr-2026 11:40,1197471,0,0,0,0,Equity Shares,25000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197471_1644706_01042026114015_WEB.xml,Promoter Group,7995954,3.67,4784160,Equity Shares,8020954,3.69,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
FISCHER,Fischer Medical Ventures Limited,7(2),SHANKAR VARADHARAJAN,01-Apr-2026 11:33,1197469,0,0,0,0,Equity Shares,6000000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197469_1644700_01042026113331_WEB.xml,Promoters,69001530,10.64,140400000,Equity Shares,75001530,11.46,31-Mar-2026,31-Mar-2026,31-Mar-2026,Conversion of security,-,NA,-
SUKHJITS,Sukhjit Starch & Chemicals Limited,7(2),KULDIP KRISHAN SARDANA,01-Apr-2026 10:08,1197467,0,0,0,0,Equity Shares,2891,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml,Key Managerial Personnel,1832300,5.86,445900,Equity Shares,1835191,5.87,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,BSE,-
SUKHJITS,Sukhjit Starch & Chemicals Limited,7(2),MANJOO SARDANA,01-Apr-2026 10:08,1197467,0,0,0,0,Equity Shares,2077,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml,Promoters,2501167,8,318200,Equity Shares,2503244,8.01,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,BSE,-
SUKHJITS,Sukhjit Starch & Chemicals Limited,7(2),MANJOO SARDANA,01-Apr-2026 10:08,1197467,0,0,0,0,Equity Shares,9423,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml,Promoters,2491744,7.98,1433900,Equity Shares,2501167,8,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
SUKHJITS,Sukhjit Starch & Chemicals Limited,7(2),KULDIP KRISHAN SARDANA,01-Apr-2026 10:08,1197467,0,0,0,0,Equity Shares,8494,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml,Key Managerial Personnel,1823806,5.84,1289700,Equity Shares,1832300,5.86,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Purchase,-,NSE,-
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,7(2),Tarun Rajput,31-Mar-2026 20:41,1197464,0,0,0,0,Equity Shares,2100,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197464_1644574_31032026084111_WEB.xml,-,89060,0.06,1087800,Equity Shares,86960,0.06,24-Mar-2026,24-Mar-2026,25-Mar-2026,ESOP,-,NSE,-
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,7(2),Tarun Rajput,31-Mar-2026 20:40,1197463,0,0,0,0,Equity Shares,2100,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197463_1644572_31032026084039_WEB.xml,-,89060,0.06,1087800,Equity Shares,86960,0.06,24-Mar-2026,24-Mar-2026,25-Mar-2026,ESOP,-,NSE,-
CHOICEIN,Choice International Limited,7(2),Shree Shakambhari Exims Private Limited,31-Mar-2026 19:46,1197460,0,0,0,0,Equity Shares,1060000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197460_1644552_31032026074636_WEB.xml,Promoters,2400000,1.08,679990000,Equity Shares,2400000,1.08,30-Mar-2026,30-Mar-2026,31-Mar-2026,-,-,NA,-
CHOICEIN,Choice International Limited,7(2),Patodia Properties Private Limited,31-Mar-2026 19:42,1197458,0,0,0,0,Equity Shares,250000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197458_1644546_31032026074202_WEB.xml,Promoter Group,8470000,3.8,160375000,Equity Shares,8470000,3.8,30-Mar-2026,30-Mar-2026,31-Mar-2026,Pledge Creation,-,NA,-
CHOICEIN,Choice International Limited,7(2),Patodia Properties Private Limited,31-Mar-2026 19:42,1197458,0,0,0,0,Equity Shares,10000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197458_1644546_31032026074202_WEB.xml,Promoter Group,8470000,3.8,6415000,Equity Shares,8470000,3.8,30-Mar-2026,30-Mar-2026,30-Mar-2026,Pledge Creation,-,NA,-
HCG,Healthcare Global Enterprises Limited,7(2),Bharatsinh S Gadhavi,31-Mar-2026 19:32,1197456,0,0,0,0,Equity Shares,13869,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197456_1644540_31032026073230_WEB.xml,Employees/Designated Employees,174711,0.12,7203559,Equity Shares,160842,0.11,30-Mar-2026,30-Mar-2026,31-Mar-2026,Market Sale,-,NSE,-
CHOICEIN,Choice International Limited,7(2),Patodia Properties Private Limited,31-Mar-2026 19:27,1197453,0,0,0,0,Equity Shares,950000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197453_1644535_31032026072734_WEB.xml,Promoter Group,8470000,3.8,609425000,Equity Shares,8470000,3.8,30-Mar-2026,30-Mar-2026,31-Mar-2026,-,-,NA,-
SHEMAROO,Shemaroo Entertainment Limited,7(2),Hiren Uday Gada,31-Mar-2026 19:25,1197452,0,0,0,0,Equity Shares,352500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197452_1644531_31032026072503_WEB.xml,Promoter Group,2658155,9.73,38775000,Equity Shares,3010655,10.48,27-Mar-2026,27-Mar-2026,30-Mar-2026,Preferential Offer,-,NA,-
